Title,Description,Coding,2nd Coding,3rd coding,polarity
Taylor Swift-Travis Kelce romance gets more props from Chiefs coach: It's 'a good thing',"Travis Kelce's coach, the Chiefs' Andy Reid, is still getting those Taylor Swift questions: He's 'just glad' Kelce has 'found somebody he likes.' Ditto Taylor.",,1,1,positive
5 Times Taylor Swift Proved Those Sorcery Allegations to Be True,"Taylor Swift practices magic every day. The effect she has on her fans could ostensibly be called enchantment—indescribable, powerful, and difficult to explain. Yet, there have been several occasions where she has displayed abilities that go far beyond those of a typical famous musician. Many of her peers could incite excited screams from a crowd, […]The post 5 Times Taylor Swift Proved Those Sorcery Allegations to Be True appeared first on American Songwriter.",,6,6,positive
Taylor Swift to be honored with projection on Christ the Redeemer statue,"In this aerial image taken with a drone, the Christ the Redeemer statue stands above Rio de Janeiro, Brazil, Friday, Oct. 8, 2021. Rio Mayor Eduardo Paes confirmed that the statue will have a projection to honor Taylor Swift.Lucas Dumphreys, Associated Press As Taylor Swift’s Eras Tour makes its way to Brazil, the singer will receive a warm — and unique — welcome.Rio de Janeiro Mayor Eduardo Paes confirmed that the Christ the Redeemer statue will “honor” the singer with a projection on the statue.“We will have Taylor Swift duly honored, her arrival in Rio,” Paes stated Thursday...",,6,6,positive
The best Taylor Swift gifts you can give a Swiftie if you're not one — starting at $5,"From vinyl records to space capsule cat carriers — whatever you pick, just make sure it's Taylor's Version.",,3,3,neutral
Watch Taylor Swift change ‘Karma’ lyrics in Argentina to shout out Travis Kelce,Swift has seemingly confirmed the romance after months of speculation The post Watch Taylor Swift change ‘Karma’ lyrics in Argentina to shout out Travis Kelce appeared first on NME.,,1,1,neutral
Ariana Madix Relates to This Taylor Swift Quote About Hard Work (Exclusive),"Ariana Madix and Pasha Pashkov chatted with “Extra’s” Melvin Robert after their paso doble on Whitney Houston Night at “Dancing with the Stars”! Ariana spoke about continuing to bring it week after week, and putting attention into technique. She said, “We're digging deep at this point… We're out here breaking backs. Hitting the asthma inhaler, you know, but we're coming for it.” Ariana is not only busy dancing, she also has a bunch of business ventures featured during her package on “DWTS.” She quipped, “Yeah, um, one day, I'll take a nap or go on a vacation.” She noted...",,4,4,neutral
Jack Antonoff Insists Bleachers’ New Song Is Not Shading Taylor Swift’s Ex-Boyfriend,"Earlier this month, the Jack Antonoff-fronted band Bleachers announced their forthcoming self-titled album. Additionally, the band released the album’s tracklist. A song titled “Hey Joe” appears on the album. As a result, Swifites the world over believe that Antonoff’s band recorded a song about Taylor Swift’s ex, Joe Alwyn. However, that isn’t true. Antonoff cleared […]The post Jack Antonoff Insists Bleachers’ New Song Is Not Shading Taylor Swift’s Ex-Boyfriend appeared first on American Songwriter.",,3,3,neutral
Taylor Swift’s ‘Eras Tour’ Concert Film: Everything You Need to Know,"If you didn't score a ticket to 'The Eras Tour,' don't worry. Taylor Swift has you covered with an 'Eras Tour' concert film, which will be available to rent in a few weeks.",,5,5,neutral
"Tearful Taylor Swift RETURNS to the stage in Brazil after fan, 23, died in extreme heat: Singer looks emotional as fans chant 'We love you' after star canceled show due to tragedy","Tearful Taylor Swift returned to the Rio de Janeiro stage for the first time on Sunday  after the tragic death of a 23-year-old fan, who succumbed to extreme heat on Friday.",,3,5,neutral
EXCLUSIVE: Inside Taylor Swift's emotional call to lover Travis Kelce just just as she left the stage in Brazil and before he joined his Chiefs teammates on the eve of Super Bowl rematch game,Exclusive DailyMail.com photos show Travis Kelce arriving at the team hotel Sunday night where he took an emotional call from Taylor Swift.,,1,1,neutral
Taylor Swift's latest Eras Tour stop to prove very bittersweet – here's why,"Taylor Swift is finally closing out her Eras Tour performances in Brazil with a show on November 26 in São Paulo, but here's why it's going to be bittersweet",,5,5,neutral
Why Fans Think Jason Sudeikis Played ‘Cupid’ with Taylor Swift & Travis Kelce,"Jason Sudeikis is at the center of a new fan theory that he’s the one who played “Cupid” with Taylor Swift and Travis Kelce. Travis recently told WSJ. magazine that when he attended Swift’s Eras tour show in Kansas City back in July, “There were definitely people she knew that knew who I was, in her corner [who said]: ‘Yo! Did you know he was coming?’” He added, “I had somebody playing Cupid.” Kelce said that Taylor later told him “exactly what was going on and how I got lucky enough to get her to reach out.” Fans noted that Jason was photographed hanging out with Taylor...",,1,1,neutral
Taylor Swift debuts ‘Suburban Legends’ in Rio de Janeiro,"The performance took place before the singer's remaining Rio de Janeiro shows were cancelled due to extreme heat, resulting in the death of one fanThe post Taylor Swift debuts ‘Suburban Legends’ in Rio de Janeiro appeared first on NME.",,5,5,neutral
Taylor Swift’s Reported Thanksgiving Plans Remain Undecided Amid Travis Kelce Romance,"The singer was supposed to have a short break in her 'Eras Tour' during the holiday, but that may have changed.",,1,1,neutral
Taylor Swift’s Concert Film Could Mean Great Things For Her Next Movie,"Taylor Swift has reportedly written a movie that she wants to direct. While not much has been heard about this project in months, she's in a better spot to make it now.",,5,5,neutral
‘Taylor Swift: The Eras Tour’ concert movie confirms online release date,The digital release will be extended and include three additional songsThe post ‘Taylor Swift: The Eras Tour’ concert movie confirms online release date appeared first on NME.,,5,5,neutral
"Drake Is Not Only Competing Against Taylor Swift, He’s Leveraging Her Name For Another Hit","Drake name-dropped Taylor Swift on his new song ""Red Button,"" which is featured on the Scary Hours edition of his album For All The Dogs. That's a smart move on his part.",,3,3,neutral
Travis Kelce Reveals How Members of Taylor Swift’s Team Helped Bring Them Together,"Earlier this year, Travis Kelce and Taylor Swift captivated the world with their relationship. It started with speculation. Swift appeared at Chiefs games in the skybox, and photos of them together pepper gossip sites. People everywhere wanted to know what was going on. Now, they’re a little more open about their relationship. In a recent […]The post Travis Kelce Reveals How Members of Taylor Swift’s Team Helped Bring Them Together appeared first on American Songwriter.",,1,1,positive
How To Stream Taylor Swift’s ‘Reputation’ Concert Film,Getty Image / Matt Winkelmeyer Class is in session to prepare for 'Reputation (Taylor's Version).',,5,5,neutral
"Taylor Swift’s ‘Eras Tour’ movie gets streaming date, with 3 bonus songs","To celebrate her birthday, Taylor Swift announced the at-home release of her 'Eras Tour' concert film, which will be available to rent on Dec. 13, 2023.",,5,5,neutral
"What to stream this week: ‘Oppenheimer,’ Adam Sandler as a lizard and celebs dance to Taylor Swift","This week’s new entertainment releases include Adam Sandler playing a 74-year-old elementary class lizard in the latest Netflix animation offering “Leo” and “Oppenheimer” finally arriving on home screens. Hannah Waddingham of “Ted Lasso” fame has a Christmas special on Apple TV+, Juno Temple, Jon Hamm and Jennifer Jason Leigh star in “Fargo: Year 5"" and Tuesday's edition of “Dancing With the Stars” is dedicated to the music of Taylor Swift. Also arriving this week is a “Squid Game”-themed competition challenge show. Real people take part in challenges inspired by the...",,3,3,neutral
Taylor Swift tearful as she returns to stage following death of fan with heartbreaking surprise song,The singer sang a heartbreaking surprise song which fans believe to be in tribute to the late concertgoer,,3,5,neutral
"Eagles Troll Travis Kelce, Taylor Swift With Clever Tweet Ahead of ‘MNF’ vs. Chiefs",Monday night’s Kelce Bowl is one of the most anticipated games of the 2023 NFL season.,,2,2,neutral
Taylor Swift Debuts ‘Now That We Don’t Talk’ And Brings Back A ‘Speak Now’ Fan-Favorite In Sao Paulo,Getty Image She hadn't played the 'Speak Now' selection since the 2010 Video Music Awards.,,5,5,neutral
"Taylor Swift Turned Down Offer to Perform at King Charles III’s Lavish Coronation, New Book Claims",The 'Lover' songstress reportedly declined to perform at the British monarch's coronation ceremony in May along with other A-listers.,,5,5,neutral
Taylor Swift & Travis Kelce Relationship Timeline: The Full Guide to Their Biggest Moments So Far,The internet has found a new favorite couple. Everyone is talking about Taylor Swift and Travis Kelce after their romantic kiss in Argentina.,,1,1,neutral
Taylor Swift Loses a Heel Mid-Concert & Performs on Tiptoe,"Taylor Swift suffered a wardrobe malfunction at her latest Eras tour stop in Rio de Janeiro, but she kept the show going like a pro! It turns out Swift had to remove the entire sole of one sparkly, high-heeled Louboutin boot, forcing her to perform without one heel. Fans posted videos and photos on X, showing how Taylor compensated by strutting around on tiptoe as if nothing was wrong. Taylor Swift’s Emotional ‘Bigger Than the Whole Sky’ Performance in Rio After Fan Death (Video) One video shows Swift smiling at the audience as she seems to realize there is an issue with her shoe and...",,5,5,neutral
Travis Kelce’s Mom Donna Admits She’s ‘Not Disappointed’ Taylor Swift Missed Out on Kelce Brothers’ NFL Matchup,"Ahead of the Philadelphia Eagles defeating the Kansas City Chiefs on November 20, the NFL star's mom revealed how she felt about his girlfriend missing the big game.",,1,1,neutral
Inside Taylor Swift and Travis Kelce's first Thanksgiving plans as a couple,"As the ‘Cruel Summer’ singer gets closer to the Kansas City Chiefs tight end, here’s how they will spend their Thanksgiving",,1,1,neutral
Swifties Erupt as Taylor Swift Performs ‘Now That We Don’t Talk’ Live for First Time,"There are few artists who compare to Taylor Swift and the massive influence she has. Featured on Rolling Stone’s 100 Greatest Songwriters of All Time, the singer won a staggering 12 Grammy Awards with three for Album of the Year. And with her currently underway with her The Eras Tour, she’s already generated a staggering […]The post Swifties Erupt as Taylor Swift Performs ‘Now That We Don’t Talk’ Live for First Time appeared first on American Songwriter.",,5,5,positive
